,Termin,Program/kurs,Utbildningens namn,Anm.kod,Univ/högskola,Totalt antal sökande,1:a handssökande,Kvinnor 1:a hand,Kvinnor totalt,Män 1:a hand,Män totalt,25-34 1:a hand,25-34 totalt,<= 24 1:a hand,<= 24 totalt,>=35 1:a hand,>=35 totalt,BI,BII,HP
166,HT2019,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07668,Stockholms universitet,63,27,6,30,0,14,3,16,2,22,1,6,*,*,*
167,HT2019,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07668,Stockholms universitet,63,27,6,30,0,14,3,16,2,22,1,6,*,*,*
168,HT2019,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07668,Stockholms universitet,63,27,6,30,0,14,3,16,2,22,1,6,*,*,*
169,HT2019,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07668,Stockholms universitet,63,27,6,30,0,14,3,16,2,22,1,6,*,*,*
170,HT2019,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07668,Stockholms universitet,63,27,6,30,0,14,3,16,2,22,1,6,*,*,*
171,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
172,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
173,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
174,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
175,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
176,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
177,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
178,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
179,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
180,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
181,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
182,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
183,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
184,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
185,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
186,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
187,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
188,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
189,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
190,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
191,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
192,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
193,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
194,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
195,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
196,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
197,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,10,2,12,1,2,*,*,*
198,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
199,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
200,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
201,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
202,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
203,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
204,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
205,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
206,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
207,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
208,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
209,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
210,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
211,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
212,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
213,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
214,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
215,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
216,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
217,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
218,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
219,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
220,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
221,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
222,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
223,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
224,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,3,16,3,8,3,16,2,22,1,6,*,*,*
225,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
226,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
227,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
228,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
229,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
230,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
231,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
232,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
233,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
234,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
235,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
236,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
237,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
238,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
239,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
240,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
241,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
242,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
243,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
244,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
245,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
246,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
247,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
248,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
249,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
250,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
251,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,10,2,12,1,2,*,*,*
252,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
253,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
254,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
255,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
256,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
257,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
258,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
259,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
260,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
261,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
262,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
263,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
264,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
265,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
266,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
267,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
268,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
269,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
270,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
271,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
272,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
273,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
274,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
275,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
276,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
277,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
278,HT2016,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07668,Stockholms universitet,51,8,6,30,0,14,3,16,2,22,1,6,*,*,*
279,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
280,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
281,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
282,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
283,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
284,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
285,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
286,HT2019,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10659,Stockholms universitet,571,56,17,225,37,316,13,94,34,429,7,18,17.45,19.00,1.05
287,HT2019,Program,"Kandidatprogram i historia, politik och samhälle",SU-12405,Stockholms universitet,421,36,9,174,26,238,8,91,24,302,3,19,14.20,*,*
288,HT2019,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14200,Stockholms universitet,79,20,10,41,10,38,9,31,9,42,2,6,15.20,20.02,*
289,HT2019,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14200,Stockholms universitet,79,20,10,41,10,38,2,8,2,10,5,9,15.20,20.02,*
290,HT2019,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14200,Stockholms universitet,79,20,5,18,4,9,9,31,9,42,2,6,15.20,20.02,*
291,HT2019,Program,Kandidatprogram i musikvetenskap med inriktning mot musikkommunikatör,SU-14200,Stockholms universitet,79,20,5,18,4,9,2,8,2,10,5,9,15.20,20.02,*
292,HT2009,Program,Masterprogram i litteraturvetenskap med inriktning på engelsk litteratur,SU-14200,Stockholms universitet,34,14,10,41,10,38,9,31,9,42,2,6,15.20,20.02,*
293,HT2009,Program,Masterprogram i litteraturvetenskap med inriktning på engelsk litteratur,SU-14200,Stockholms universitet,34,14,10,41,10,38,2,8,2,10,5,9,15.20,20.02,*
294,HT2009,Program,Masterprogram i litteraturvetenskap med inriktning på engelsk litteratur,SU-14200,Stockholms universitet,34,14,5,18,4,9,9,31,9,42,2,6,15.20,20.02,*
